fname,label
bed/30f31e42_nohash_0.wav,unknown
bed/311fde72_nohash_0.wav,unknown
bed/31270cb2_nohash_0.wav,unknown
bed/31270cb2_nohash_1.wav,unknown
bed/3143fdff_nohash_0.wav,unknown
bed/31583d30_nohash_0.wav,unknown
bed/31583d30_nohash_1.wav,unknown
bed/31583d30_nohash_2.wav,-1
bed/31d31fa0_nohash_0.wav,-1
bed/31d68957_nohash_0.wav,unknown
bed/3209ec42_nohash_0.wav,-1
bed/3209ec42_nohash_1.wav,unknown
bed/324210dd_nohash_0.wav,unknown
bed/325a0c39_nohash_0.wav,unknown
bed/32efce64_nohash_0.wav,unknown
bed/32efce64_nohash_1.wav,unknown
bed/32efce64_nohash_2.wav,unknown
bed/333784b7_nohash_0.wav,unknown
bed/3389305e_nohash_0.wav,unknown
bed/338dacf5_nohash_0.wav,unknown
bed/33903159_nohash_0.wav,-1
bed/33f60c62_nohash_0.wav,unknown
bed/3402e488_nohash_0.wav,unknown
bed/3411cf4b_nohash_0.wav,unknown
bed/3411cf4b_nohash_1.wav,unknown
bed/34263ab3_nohash_0.wav,unknown
bed/34263ab3_nohash_1.wav,unknown
bed/34263ab3_nohash_2.wav,unknown
bed/34ba417a_nohash_0.wav,unknown
bed/34ba417a_nohash_1.wav,unknown
bed/34ba417a_nohash_2.wav,unknown
bed/34e8c726_nohash_0.wav,unknown
bed/34e8c726_nohash_1.wav,unknown
bed/353b4d33_nohash_0.wav,unknown
bed/3565ca83_nohash_0.wav,unknown
bed/35c8fa78_nohash_0.wav,unknown
bed/35c8fa78_nohash_1.wav,unknown
bed/35d1b6ee_nohash_0.wav,unknown
bed/36050ef3_nohash_0.wav,unknown
bed/364c0853_nohash_0.wav,unknown
bed/364c0853_nohash_1.wav,unknown
bed/365531e2_nohash_0.wav,unknown
bed/36746d7f_nohash_0.wav,-1
bed/36746d7f_nohash_1.wav,-1
bed/370844f7_nohash_0.wav,unknown
bed/37b03ab1_nohash_0.wav,unknown
bed/37b03ab1_nohash_1.wav,unknown
bed/37dca74f_nohash_0.wav,unknown
bed/37e8db82_nohash_0.wav,-1
bed/38d78313_nohash_0.wav,unknown
bed/3903b558_nohash_0.wav,unknown
bed/39a12648_nohash_0.wav,unknown
bed/39a6b995_nohash_0.wav,unknown
bed/39c13eed_nohash_0.wav,unknown
bed/39dce8cc_nohash_0.wav,-1
bed/39ec87ac_nohash_0.wav,unknown
bed/3a182c98_nohash_0.wav,unknown
bed/3a33d3a4_nohash_0.wav,unknown
bed/3a789a0d_nohash_0.wav,unknown
bed/3a7d8872_nohash_0.wav,unknown
bed/3aa6f4e2_nohash_0.wav,unknown
bed/3ab9ba07_nohash_0.wav,unknown
bed/3ac2e76f_nohash_0.wav,unknown
bed/3b852f6f_nohash_0.wav,unknown
bed/3b852f6f_nohash_1.wav,unknown
bed/3b853f44_nohash_0.wav,-1
bed/3bc21161_nohash_0.wav,unknown
bed/3bfd30e6_nohash_0.wav,unknown
bed/3c257192_nohash_0.wav,unknown
bed/3c6d55b3_nohash_0.wav,unknown
bed/3c8dc702_nohash_0.wav,unknown
bed/3ca784ec_nohash_0.wav,unknown
bed/3cdecb0b_nohash_0.wav,unknown
bed/3cdecb0b_nohash_1.wav,unknown
bed/3cfc6b3a_nohash_0.wav,unknown
bed/3d53244b_nohash_0.wav,unknown
bed/3d6bee47_nohash_0.wav,unknown
bed/3da7f617_nohash_0.wav,unknown
bed/3df9a3d4_nohash_0.wav,unknown
bed/3df9a3d4_nohash_1.wav,unknown
bed/3e31dffe_nohash_0.wav,unknown
bed/3e3b65eb_nohash_0.wav,-1
bed/3e3b65eb_nohash_1.wav,unknown
bed/3e3fa7fd_nohash_0.wav,unknown
bed/3eb8764c_nohash_0.wav,unknown
bed/3eb8764c_nohash_1.wav,unknown
bed/3ec05c3d_nohash_0.wav,unknown
bed/3ed3e49a_nohash_0.wav,unknown
bed/3ed3e49a_nohash_1.wav,unknown
bed/3ed3e49a_nohash_2.wav,unknown
bed/3ed3e49a_nohash_3.wav,unknown
bed/3efa7ec4_nohash_0.wav,unknown
bed/3efa7ec4_nohash_1.wav,unknown
bed/3efa7ec4_nohash_2.wav,unknown
bed/3f170018_nohash_0.wav,unknown
bed/3f2b358d_nohash_0.wav,unknown
bed/3f339c33_nohash_0.wav,-1
bed/3fb8c268_nohash_0.wav,unknown
bed/3fdafe25_nohash_0.wav,unknown
bed/3ff840aa_nohash_0.wav,-1
bed/3ff840aa_nohash_1.wav,-1
bed/40115b19_nohash_0.wav,unknown
bed/402e2977_nohash_0.wav,unknown
bed/402e2977_nohash_1.wav,unknown
bed/409c962a_nohash_0.wav,unknown
bed/409c962a_nohash_1.wav,-1
bed/409c962a_nohash_2.wav,unknown
bed/413997c1_nohash_0.wav,unknown
bed/413bcfe1_nohash_0.wav,unknown
bed/41474817_nohash_0.wav,-1
bed/41777abb_nohash_0.wav,-1
bed/418e7158_nohash_0.wav,unknown
bed/41dce6f5_nohash_0.wav,unknown
bed/422d3197_nohash_0.wav,-1
bed/4290ca61_nohash_0.wav,unknown
bed/42c6fff1_nohash_0.wav,unknown
bed/42c6fff1_nohash_1.wav,unknown
bed/42c6fff1_nohash_2.wav,unknown
bed/42ccb57a_nohash_0.wav,unknown
bed/42e3f068_nohash_0.wav,unknown
bed/42e3f068_nohash_1.wav,unknown
bed/435f9f9e_nohash_0.wav,-1
bed/43691f67_nohash_0.wav,unknown
bed/439c84f4_nohash_0.wav,unknown
bed/43b85b64_nohash_0.wav,-1
bed/43b85b64_nohash_1.wav,-1
bed/43f57297_nohash_0.wav,unknown
bed/43f57297_nohash_1.wav,unknown
bed/43fc47a7_nohash_0.wav,unknown
bed/4407ba92_nohash_0.wav,-1
bed/4407ba92_nohash_1.wav,-1
bed/44260689_nohash_0.wav,unknown
bed/44b5720d_nohash_0.wav,unknown
bed/44b5720d_nohash_1.wav,unknown
bed/44b5720d_nohash_2.wav,unknown
bed/44bc77f7_nohash_0.wav,-1
bed/44c201dd_nohash_0.wav,unknown
bed/460f2bad_nohash_0.wav,unknown
bed/46114b4e_nohash_0.wav,unknown
bed/46114b4e_nohash_1.wav,unknown
bed/46114b4e_nohash_2.wav,unknown
bed/4620dc14_nohash_0.wav,unknown
bed/462e1919_nohash_0.wav,unknown
bed/462e1919_nohash_1.wav,unknown
bed/46a153d8_nohash_0.wav,unknown
bed/471a0925_nohash_0.wav,unknown
bed/47565088_nohash_0.wav,-1
bed/47565088_nohash_1.wav,-1
bed/47565088_nohash_2.wav,-1
bed/479e64cc_nohash_0.wav,unknown
bed/479e64cc_nohash_1.wav,unknown
bed/47d01978_nohash_0.wav,unknown
bed/4845bb10_nohash_0.wav,unknown
bed/48463cbc_nohash_0.wav,unknown
bed/48463cbc_nohash_1.wav,unknown
bed/48463cbc_nohash_2.wav,unknown
bed/48a9f771_nohash_0.wav,unknown
bed/48a9f771_nohash_1.wav,unknown
bed/48bdc11c_nohash_0.wav,unknown
bed/48e8b82a_nohash_0.wav,unknown
bed/493392c6_nohash_0.wav,unknown
bed/493392c6_nohash_1.wav,unknown
bed/49af4432_nohash_0.wav,unknown
bed/4a1e736b_nohash_0.wav,unknown
bed/4a294341_nohash_0.wav,unknown
bed/4a803e67_nohash_0.wav,unknown
bed/4a803e67_nohash_1.wav,unknown
bed/4abb2400_nohash_0.wav,stop
bed/4abb2400_nohash_1.wav,unknown
bed/4abefdf5_nohash_0.wav,unknown
bed/4b25f620_nohash_0.wav,unknown
bed/4b25f620_nohash_1.wav,unknown
bed/4bb1244f_nohash_0.wav,unknown
bed/4bb1244f_nohash_1.wav,unknown
bed/4beff0c5_nohash_0.wav,-1
bed/4beff0c5_nohash_1.wav,-1
bed/4beff0c5_nohash_2.wav,-1
bed/4c13fe25_nohash_0.wav,unknown
bed/4c13fe25_nohash_1.wav,unknown
bed/4c13fe25_nohash_2.wav,unknown
bed/4c432947_nohash_0.wav,unknown
bed/4c432947_nohash_1.wav,unknown
bed/4c432947_nohash_2.wav,unknown
bed/4c4d2526_nohash_0.wav,unknown
bed/4c7c95de_nohash_0.wav,unknown
bed/4c7c95de_nohash_1.wav,unknown
bed/4c841771_nohash_0.wav,go
bed/4ca37738_nohash_0.wav,unknown
bed/4ca37738_nohash_1.wav,-1
bed/4cb874bb_nohash_0.wav,unknown
bed/4d9e07cf_nohash_0.wav,unknown
bed/4def68db_nohash_0.wav,unknown
bed/4def68db_nohash_1.wav,unknown
bed/4f086393_nohash_0.wav,unknown
bed/4f086393_nohash_1.wav,unknown
bed/4f256313_nohash_0.wav,unknown
bed/4f2ab70c_nohash_0.wav,unknown
bed/4f8ef132_nohash_0.wav,unknown
bed/50033893_nohash_0.wav,unknown
bed/50033893_nohash_1.wav,unknown
bed/50033893_nohash_2.wav,unknown
bed/50a7d406_nohash_0.wav,unknown
bed/50a8ef27_nohash_0.wav,unknown
bed/50d1c8e3_nohash_0.wav,unknown
bed/50ed8a7b_nohash_0.wav,unknown
bed/50f55535_nohash_0.wav,unknown
bed/51055bda_nohash_0.wav,unknown
bed/512dc91a_nohash_0.wav,-1
bed/512dc91a_nohash_1.wav,-1
bed/5165cf0a_nohash_0.wav,unknown
bed/518588b6_nohash_0.wav,unknown
bed/518588b6_nohash_1.wav,unknown
bed/518588b6_nohash_2.wav,unknown
bed/51995cea_nohash_0.wav,unknown
bed/520b2c17_nohash_0.wav,unknown
bed/5236848b_nohash_0.wav,unknown
bed/529eda42_nohash_0.wav,unknown
bed/52bfbce8_nohash_0.wav,-1
bed/52bfbce8_nohash_1.wav,-1
bed/52e228e9_nohash_0.wav,-1
bed/531a5b8a_nohash_0.wav,unknown
bed/531a5b8a_nohash_1.wav,unknown
bed/533c6564_nohash_0.wav,unknown
bed/53458368_nohash_0.wav,unknown
bed/538e1856_nohash_0.wav,unknown
bed/53fd1780_nohash_0.wav,unknown
bed/541120c7_nohash_0.wav,unknown
bed/541e4079_nohash_0.wav,unknown
bed/54412eae_nohash_0.wav,unknown
bed/54d9ccb5_nohash_0.wav,unknown
bed/551e42e8_nohash_0.wav,unknown
bed/553f1a79_nohash_0.wav,unknown
bed/55d3725a_nohash_0.wav,unknown
bed/55d3725a_nohash_1.wav,-1
bed/563aa4e6_nohash_0.wav,unknown
bed/5677ec77_nohash_0.wav,unknown
bed/5677ec77_nohash_1.wav,unknown
bed/569455ff_nohash_0.wav,unknown
bed/56eab10e_nohash_0.wav,unknown
bed/56eab10e_nohash_1.wav,unknown
bed/56eab10e_nohash_2.wav,unknown
bed/56eab10e_nohash_3.wav,unknown
bed/56eb74ae_nohash_0.wav,unknown
bed/5705a0f9_nohash_0.wav,unknown
bed/5705a0f9_nohash_1.wav,unknown
bed/57376a4c_nohash_0.wav,unknown
bed/573cdb8a_nohash_0.wav,-1
bed/5744b6a7_nohash_0.wav,unknown
bed/57b38f48_nohash_0.wav,unknown
bed/57b38f48_nohash_1.wav,unknown
bed/57b68383_nohash_0.wav,unknown
bed/57cb3575_nohash_0.wav,-1
bed/57cb3575_nohash_1.wav,-1
bed/5828dfa2_nohash_0.wav,unknown
bed/5828dfa2_nohash_1.wav,-1
bed/587f3271_nohash_0.wav,unknown
bed/587f3271_nohash_1.wav,unknown
bed/587f3271_nohash_2.wav,unknown
bed/589bce2c_nohash_0.wav,unknown
bed/58df33b5_nohash_0.wav,unknown
bed/590750e8_nohash_0.wav,unknown
bed/590750e8_nohash_1.wav,unknown
bed/591d32f3_nohash_0.wav,unknown
bed/591d32f3_nohash_1.wav,unknown
bed/5a0bc987_nohash_0.wav,unknown
bed/5a3712c9_nohash_0.wav,unknown
bed/5a9f7324_nohash_0.wav,unknown
bed/5aac2efa_nohash_0.wav,unknown
bed/5af0ca83_nohash_0.wav,unknown
bed/5b09db89_nohash_0.wav,unknown
bed/5b1db3ee_nohash_0.wav,unknown
bed/5b1db3ee_nohash_1.wav,unknown
bed/5b1db3ee_nohash_2.wav,unknown
bed/5b1db3ee_nohash_3.wav,unknown
bed/5b1db3ee_nohash_4.wav,unknown
bed/5ba724a7_nohash_0.wav,unknown
bed/5ba724a7_nohash_1.wav,unknown
bed/5be23def_nohash_0.wav,unknown
bed/5c39594f_nohash_0.wav,unknown
bed/5c8af87a_nohash_0.wav,unknown
bed/5d9bb361_nohash_0.wav,unknown
bed/5d9bb361_nohash_1.wav,unknown
bed/5de8f2f0_nohash_0.wav,unknown
bed/5e033479_nohash_0.wav,unknown
bed/5e033479_nohash_1.wav,unknown
bed/5e1b34a6_nohash_0.wav,unknown
bed/5e3dde6b_nohash_0.wav,unknown
bed/5efb758c_nohash_0.wav,unknown
bed/5f1b1051_nohash_0.wav,-1
bed/5f47fdf9_nohash_0.wav,-1
bed/5f8e50a0_nohash_0.wav,unknown
bed/5f8e50a0_nohash_1.wav,unknown
bed/5fadb538_nohash_0.wav,unknown
bed/5fb88f4c_nohash_0.wav,unknown
bed/5ff3f9a1_nohash_0.wav,unknown
bed/6021f08b_nohash_0.wav,unknown
bed/6021f08b_nohash_1.wav,unknown
bed/60472d26_nohash_0.wav,unknown
bed/60472d26_nohash_1.wav,unknown
bed/60472d26_nohash_2.wav,unknown
bed/605ed0ff_nohash_0.wav,unknown
bed/605ed0ff_nohash_1.wav,-1
bed/6071a214_nohash_0.wav,unknown
bed/6094340e_nohash_0.wav,unknown
bed/611d2b50_nohash_0.wav,unknown
bed/6166ae21_nohash_0.wav,unknown
bed/617de221_nohash_0.wav,unknown
bed/61a9f72a_nohash_0.wav,unknown
bed/61bcb275_nohash_0.wav,unknown
bed/61d3e51e_nohash_0.wav,-1
bed/61e50f62_nohash_0.wav,unknown
bed/61e50f62_nohash_1.wav,unknown
bed/6205088b_nohash_0.wav,unknown
bed/6205088b_nohash_1.wav,unknown
bed/6205088b_nohash_2.wav,unknown
bed/6205088b_nohash_3.wav,unknown
bed/620ff0fa_nohash_0.wav,unknown
bed/62581901_nohash_0.wav,unknown
bed/62581901_nohash_1.wav,unknown
bed/625fd898_nohash_0.wav,-1
bed/62605293_nohash_0.wav,unknown
bed/62605293_nohash_1.wav,unknown
bed/627c0bec_nohash_0.wav,unknown
bed/627c0bec_nohash_1.wav,unknown
bed/62ef962d_nohash_0.wav,unknown
bed/62ef962d_nohash_1.wav,unknown
bed/62ff07ef_nohash_0.wav,unknown
bed/62ff07ef_nohash_1.wav,unknown
bed/6366f61a_nohash_0.wav,unknown
bed/637c702a_nohash_0.wav,-1
bed/638548d5_nohash_0.wav,unknown
bed/638548d5_nohash_1.wav,unknown
bed/63996b7c_nohash_0.wav,unknown
bed/63996b7c_nohash_1.wav,unknown
bed/6414258b_nohash_0.wav,-1
bed/6414258b_nohash_1.wav,unknown
bed/64220627_nohash_0.wav,-1
bed/64220627_nohash_1.wav,-1
bed/64574a99_nohash_0.wav,unknown
bed/64da5281_nohash_0.wav,unknown
bed/64da5281_nohash_1.wav,unknown
bed/65040d9b_nohash_0.wav,unknown
bed/650daf8e_nohash_0.wav,unknown
bed/650daf8e_nohash_1.wav,unknown
bed/650daf8e_nohash_2.wav,unknown
bed/651d108f_nohash_0.wav,unknown
bed/652b3da7_nohash_0.wav,unknown
bed/652b3da7_nohash_1.wav,unknown
bed/652b3da7_nohash_2.wav,unknown
bed/652b3da7_nohash_3.wav,unknown
